8.7499	48.113
3.62796	50.3113
-1.37655	47.721
30.8087	48.8232
6.66035	51.0484
6.9789	44.6384
22.5312	49.7783
13.827	42.2969
11.2926	47.4186
15.6113	40.2442
27.1158	39.7008
14.6636	67.0066
1.82171	41.5896
22.6613	44.738
17.2959	50.5129
5.3665	60.2397
19.5059	42.6293
7.65088	51.0781
40.851	39.2674
15.0055	60.1484
11.2837	43.1109
24.5875	60.8872
10.7672	51.5716
43.5494	38.1187
6.80483	46.3132
-3.20407	40.1391
10.8863	43.4229
14.9049	38.0257
44.3378	42.5174
12.9876	46.5576
1.88835	42.3173
18.4227	43.8604
24.7542	42.1488
19.1461	48.7358
4.29423	44.5441
13.5089	43.2483
19.0383	50.269
2.32432	48.8393
1.01317	44.5904
6.94267	50.9272
11.004	49.5953
6.287	51.5981
6.00771	49.23
12.9392	50.8522
36.0813	51.6686
16.3691	48.2699
37.6096	54.185
6.93392	50.9318
6.15498	51.1
15.436	40.9013
10.8795	54.2928
9.98224	53.5694
8.36289	51.6831
9.94201	53.5475
17.7963	46.051
-1.14407	52.9476
13.5924	42.8525
5.36511	43.272
2.79166	41.6743
1.24092	52.6216
6.79051	51.2755
19.9382	49.8347
23.7871	37.9903
0.24061	47.1664
15.7999	47.7438
11.6916	46.1118
-0.340124	39.8528
-3.69399	43.3024
17.9135	59.5741
23.3649	60.1134
-15.1448	66.1291
14.8692	60.7567
-1.92339	50.6424
14.4579	50.8886
41.5498	41.5325
7.37017	49.1672
8.63567	47.4463
19.0565	47.5119
17.425	47.5858
5.37089	60.2907
5.9773	50.1561
37.6224	55.7407
8.16602	49.4604
8.65263	50.1127
13.0729	48.5157
7.56514	45.0818
27.6539	63.0799
8.56498	49.4403
36.2429	50.0224
20.8376	52.1916
-2.04408	53.0793
16.6422	59.8123
36.2132	51.7419
-3.03357	52.2017
18.5705	48.2378
12.318	57.2345
11.9768	48.397
-1.46003	53.2499
5.60175	58.973
19.9085	51.2128
27.1625	36.8842
11.5831	48.2688
8.84731	53.1046
8.10164	52.9505
-3.93607	52.2222
-3.98744	48.7128
4.95821	50.6822
14.1436	37.9924
1.1748	47.4995
9.57031	50.5741
-0.295024	51.5523
4.69181	43.9125
18.4953	59.8927
8.0122	49.5603
-2.09621	42.2288
-1.64992	42.4819
21.8128	49.3184
7.38821	45.5242
8.4942	50.9424
26.096	66.6227
-5.03277	42.9638
10.6775	51.7894
-1.75387	43.156
17.6625	42.8426
6.4252	44.6172
13.4097	37.8699
14.9374	59.8074
6.05745	44.059
10.0728	47.715
-0.0140038	42.6661
20.8695	48.6333
10.1754	49.2307
18.2723	49.1984
34.0542	44.7733
15.6211	50.7063
-15.874	30.1411
-5.46188	57.5387
-4.05469	53.0764
20.6196	37.8491
14.6902	40.9308
-3.99641	53.0413
19.001	48.7294
17.0793	62.4293
42.2958	42.7448
26.1556	42.4181
10.2813	42.7444
-9.07957	52.3655
2.74281	44.3798
39.9262	52.9946
11.1635	43.8641
15.9921	60.2809
19.8399	45.1526
9.40508	41.2121
-1.10772	45.8244
23.0371	48.2475
23.1618	53.1324
8.36559	48.0771
11.3317	50.9727
14.2014	47.5669
10.0842	51.0035
16.7643	48.3464
9.20383	52.321
5.7448	45.1477
8.74249	46.0364
12.5202	43.667
25.7196	35.1899
14.3336	45.1238
14.2683	50.9059
15.4845	60.1484
26.3873	61.1053
27.507	63.0695
9.43728	41.2144
10.9292	52.5609
10.0912	52.9855
44.9978	53.176
-5.68094	42.0044
7.03928	51.192
21.7486	50.6832
-7.53951	41.0504
-0.155835	51.535
16.5531	41.2125
11.9844	53.8479
8.52562	52.0179
-5.63571	43.5364
2.47656	48.8474
14.4751	48.9722
-5.72375	37.3811
10.5078	47.955
7.58795	47.2041
14.8	47.1916
9.07185	45.8132
10.5612	44.3753
2.32225	51.0296
11.8883	45.144
5.56535	43.3938
13.7827	48.0489
6.72798	52.1479
7.44917	48.2562
-9.18752	38.7702
1.11999	43.9708
11.3559	47.2558
9.8407	49.6975
4.8901	51.0477
10.2701	45.8037
28.6068	62.1148
2.66291	39.6745
9.88586	53.8997
8.80492	44.6956
9.03943	48.078
-5.85426	37.3361
6.16407	48.7513
36.1135	56.7816
3.16873	43.2117
-0.200801	51.2538
17.2051	39.0287
6.28731	51.7442
15.6224	41.31
12.211	49.5323
29.4445	67.0066
15.4175	43.9804
27.5917	65.6108
13.5779	46.4087
1.2912	41.6897
5.87333	45.5748
20.0059	42.9727
-0.378642	42.8102
-1.71898	50.9963
13.9331	45.7772
0.808882	42.0689
19.6126	49.3478
13.3095	47.6748
1.38967	42.202
6.92821	59.1236
-2.80886	56.6457
7.46692	45.9944
12.9378	67.942
9.35063	45.9516
-2.14049	54.6099
18.1017	48.3869
17.2121	48.4093
20.4355	50.7643
14.2228	53.0121
0.0602524	38.6413
29.2145	53.1581
18.8191	50.3195
38.9374	45.6149
2.12942	48.5817
8.65118	49.8728
36.1846	51.7567
7.33804	51.4386
32.2889	49.557
7.765	49.4696
7.24659	50.5823
6.26617	51.4423
30.1313	51.2136
23.5074	49.3486
-4.36726	57.5229
33.4195	46.8339
44.0167	56.316
-2.6717	42.8578
13.3617	46.1681
8.97682	48.9243
18.9156	47.6144
9.98167	53.5683
8.15549	53.1408
19.9597	50.0422
24.0221	56.9361
9.16317	51.5233
2.08031	41.3821
11.6781	42.8797
9.89987	51.5271
4.32575	52.0811
12.0016	50.0378
10.7924	45.1582
22.7809	49.781
-3.64868	47.7818
34.5763	48.539
-2.14319	36.7295
27.3499	60.986
9.34249	41.231
37.9573	48.2125
8.14133	51.2732
27.9466	58.6166
4.41919	48.644
6.34085	50.6664
11.8564	52.2739
4.14874	52.017
8.8268	53.0957
8.57782	53.5381
8.42416	45.3276
26.3971	54.9018
8.16787	51.5909
-9.16004	38.7057
-2.08492	52.5155
26.1346	38.3706
-0.067935	51.4172
18.0687	59.3158
6.631	52.0368
23.7604	62.2371
10.5783	50.8887
-1.59878	47.2129
4.22048	50.7196
23.7517	38.0543
-6.10786	37.4178
8.86768	50.0274
13.1075	54.1064
12.4661	47.5732
18.9544	44.8436
4.6384	52.2068
37.7195	55.6728
26.1829	39.3663
8.50971	48.5852
-0.836378	45.5855
-2.88946	53.7974
6.81809	51.1705
10.6732	53.8772
9.08519	53.755
11.8338	48.285
30.4549	50.4734
-0.0971802	47.2366
-7.01479	40.0447
9.03926	48.0766
6.51078	48.5956
-2.45139	53.6045
5.42154	50.8648
23.5102	49.3518
7.10436	48.064
7.05075	48.7349
16.3634	49.358
5.3789	44.6833
25.3086	60.2989
7.48563	50.1356
-6.52743	53.2326
0.874591	51.1901
18.18	62.8831
36.2072	68.4476
7.92211	50.9569
0.793085	42.7898
18.4924	49.1585
7.99124	45.8423
0.207387	41.2098
-6.22289	57.5375
15.1377	50.8557
7.23466	50.544
9.71165	62.1507
13.3492	37.9553
14.8727	47.4106
-3.71036	40.7293
-2.80105	57.6096
6.83453	49.755
9.85165	62.7582
15.0073	36.745
11.6718	45.4533
-4.89876	56.6469
13.568	47.4829
-4.34824	56.5967
9.36346	51.3513
16.2213	43.6525
-3.66414	52.4727
13.2742	42.9664
-2.89478	55.5486
12.1599	54.0764
20.6486	41.366
35.9206	56.8578
2.6997	42.1989
0.739694	49.524
-1.51622	53.6434
18.9709	50.3705
37.5999	55.7469
11.0693	49.6823
-0.685975	44.741
7.11954	51.0468
16.0497	48.8545
37.8635	55.9566
6.31438	51.7884
8.75689	48.8602
-0.0884697	51.5174
7.562	47.655
-0.60468	51.1467
9.95724	49.8563
28.725	60.4565
-16.9102	32.6479
9.27821	45.5285
5.06598	44.5257
2.32867	48.8704
22.2886	52.1688
40.9634	43.6692
8.30891	44.1929
-2.10721	54.1887
-1.66305	49.6552
12.6796	43.992
-6.29853	49.953
17.1819	39.0149
0.0776187	38.6525
18.7373	59.3506
-8.8268	42.3339
18.5199	59.0306
-8.77877	42.3936
15.2971	40.0295
-8.82274	38.054
12.4495	41.7121
22.1179	50.0889
28.0824	55.174
35.405	55.4905
7.184	51.3981
3.19371	51.1796
3.01662	42.1652
-0.134474	50.819
-3.00545	53.2886
-5.05565	42.0581
39.4579	43.7988
3.08595	42.5239
5.90245	45.5625
-5.68157	41.9996
8.54176	52.0247
13.3447	52.4413
-0.62619	40.1313
11.5083	55.8526
7.66001	52.5111
5.20617	43.7527
11.0045	49.4042
11.0167	45.4988
-0.188577	47.4861
-5.28396	50.2265
8.78913	49.873
7.5783	47.5492
17.9048	59.4628
13.945	58.4215
8.27533	48.782
4.8346	47.0371
4.85316	52.3184
12.5224	48.2463
25.3263	60.3042
3.54878	47.7933
11.432	48.7623
17.8744	46.9467
-6.96051	52.3463
36.5454	51.0439
2.65632	42.9881
15.511	52.3889
-2.24357	43.1923
-7.16242	62.1629
14.2677	51.0297
13.3963	46.2427
16.0793	48.2169
12.237	43.679
11.5624	47.6181
7.87133	49.9927
7.61202	49.9129
13.552	47.8003
-3.51852	52.7469
-15.0902	66.1443
-1.93871	54.0873
10.1129	46.9373
-3.3747	58.9101
13.579	49.6548
20.0597	40.3389
-5.48995	55.9308
22.1663	43.2068
16.2464	43.63
31.8802	39.1224
10.3883	46.1891
-6.31885	57.3935
-4.41151	56.3358
-2.59338	55.464
-5.67269	42.8371
-2.15722	52.4762
-1.25444	51.7507
33.6657	44.8331
24.9382	49.4447
7.68505	45.0548
-6.13189	53.2938
-2.51428	55.9814
6.92294	51.5256
-3.71733	40.4241
18.5815	49.7481
8.20258	51.5497
37.6383	55.889
8.40687	50.9272
-0.0983976	51.5128
18.536	47.4506
44.1141	41.9878
-5.88405	39.4599
-6.08905	36.2744
3.87921	43.6121
16.4108	48.2409
9.91858	57.0412
-0.0158068	51.5535
-4.97439	39.9775
-3.05061	48.7807
15.938	47.7441
-4.11263	43.3502
19.8769	49.2337
14.4637	44.9379
7.14059	61.204
17.0829	42.9151
3.29484	39.4947
9.40691	41.1914
2.52144	39.4716
-0.304758	51.053
44.4264	42.5832
27.457	53.7898
1.79299	48.8638
17.0772	51.1047
12.5912	55.6758
-3.60542	40.0362
16.5581	43.3247
25.8937	53.1407
13.3984	52.5178
14.6275	63.1791
36.9992	41.2074
6.0805	50.7763
14.4128	50.1163
14.1151	53.4038
24.9852	44.1115
20.4129	52.6017
1.75355	46.2061
8.50476	50.1586
25.3509	63.7566
8.57892	44.841
12.0849	49.4202
9.48228	47.6508
11.6018	48.7442
10.8831	48.271
11.3734	48.2975
7.74639	53.173
9.16162	45.4356
23.1542	63.8266
14.0572	51.4929
-6.79481	53.1796
19.7282	50.2047
-1.4618	41.4993
-0.00881836	51.4982
40.5013	64.5798
15.4382	60.4853
13.4424	58.2082
-7.71726	53.7429
-4.30029	55.8567
39.9655	43.4033
-7.34269	40.3776
13.71	42.6567
7.85838	50.6087
34.6593	44.9232
20.0119	48.9728
-0.607163	51.8333
11.1032	50.6936
13.3653	46.6715
-6.1229	57.2669
15.3187	37.9048
-2.07141	55.8083
-9.85371	52.203
24.7197	47.7336
12.3488	47.7158
-2.91069	36.9394
16.8601	40.7303
14.1676	50.9617
17.1266	50.2219
15.8778	44.5906
8.197	44.2538
-6.32074	43.5383
14.7125	37.6412
10.5873	46.1283
23.1175	42.7453
18.4482	48.9094
11.066	51.7998
20.6305	43.6519
35.3485	52.3437
-8.77204	42.2852
21.3087	46.3845
18.1106	42.65
8.37918	58.2497
2.40004	41.6405
9.60521	47.4721
11.9388	42.1501
20.78	52.3404
20.8316	46.9391
7.46594	51.5117
34.8836	48.5296
40.53	64.5588
10.0497	53.5575
12.1957	50.7338
37.6132	55.7406
13.748	51.0379
6.7803	51.219
-3.37263	38.0107
18.8699	47.8674
8.40565	49.0103
